symbol,instrumentDisplayName,instrumentId,numPositions,totalInvestmentPct,avgOpenRate,totalNetProfit,totalNetProfitPct,earliestOpenTimestamp,isBuy,leverage,instrumentTypeId,exchangeId,exchangeName,stocksIndustryId,isInternalInstrument
MSFT,Microsoft,1004,21,8.28051,451.1857,-86.83,-10.486,2023-04-24T13:30:04.057Z,True,1,5,4,NASDAQ,8,False
GOOG,Alphabet,1002,5,6.98683,295.932,134.615,19.267,2025-11-04T19:20:44.977Z,True,1,5,4,NASDAQ,8,False
AMZN,Amazon.com Inc,1005,22,6.098125,207.9578,1084.254,177.801,2023-04-24T13:30:44.163Z,True,1,5,4,NASDAQ,7,False
LYXGRE.DE,Amundi MSCI Greece UCITS ETF,10651,12,4.588486,2.0808,383.342,83.544,2024-06-14T13:01:27.39Z,True,1,6,38,Xetra,4,False
NVDA,NVIDIA Corporation,1137,19,4.324863,147.3514,3582.59,828.371,2023-04-24T13:30:35.503Z,True,1,5,4,NASDAQ,8,False
AAPL,Apple,1001,9,3.902942,247.8052,187.06,47.928,2025-07-23T14:36:35.54Z,True,1,5,4,NASDAQ,3,False
GLD,SPDR Gold,3025,5,3.691832,414.741,24.972,6.764,2025-10-24T15:38:00.193Z,True,1,6,5,NASDAQ,4,False
META,Meta Platforms Inc,1003,10,3.599118,694.7317,-163.346,-45.385,2025-07-09T13:39:09.587Z,True,1,5,4,NASDAQ,8,False
DTE.DE,Deutsche Telekom AG,1207,2,2.10972,29.61,-11.14,-5.28,2026-02-20T11:56:13.1Z,True,1,5,6,Xetra,8,False
0700.HK,Tencent,2339,6,2.10972,529.71,-65.3,-30.952,2025-03-31T07:12:57.88Z,True,1,5,21,HKEX,7,False
LLY,Eli Lilly & Co,1567,3,2.109698,990.0479,6.994,3.315,2026-02-06T18:53:53.847Z,True,1,5,5,NASDAQ,5,False
BAC,Bank of America Corp,1011,2,2.105849,54.739,-14.29,-6.786,2026-01-12T08:39:48.937Z,True,1,5,5,NASDAQ,4,False
BTC-USD,Bitcoin,100000,12,1.898463,108806.0947,-317.631,-167.309,2025-04-28T07:53:49.04Z,True,1,10,8,eToro,,False
ETH-USD,Ethereum,100001,19,1.816087,3919.3074,-588.914,-324.277,2025-06-21T21:11:22.21Z,True,1,10,8,eToro,,False
TSM,Taiwan Semiconductor Manufacturing Co Ltd - ADR,4481,2,1.58229,292.3134,73.358,46.362,2025-10-16T18:50:20.063Z,True,1,5,5,NASDAQ,8,False
MSTR,Strategy Inc,6473,3,1.58229,290.22,-106.18,-67.105,2025-09-25T10:54:40.683Z,True,1,5,4,NASDAQ,8,False
PLTR,Palantir Technologies Inc.,7991,1,1.05486,155.79,-12.35,-11.708,2026-03-24T21:39:50.64Z,True,1,5,4,NASDAQ,8,False
NOVO-B.CO,Novo Nordisk B A/S,2260,1,1.05486,254.55,16.024,15.191,2026-02-23T14:04:53.623Z,True,1,5,16,Nasdaq Nordic,5,False
SCHW,Charles Schwab Corp,1802,1,1.05486,97.387,-7.585,-7.191,2026-02-20T13:23:19.047Z,True,1,5,5,NASDAQ,4,False
V,Visa,1046,1,1.05486,318.6365,2.414,2.289,2026-04-21T10:04:24.103Z,True,1,5,5,NASDAQ,4,False
6758.T,Sony Group Corp.-ADR,1044,1,1.05486,22.9637,-3.413,-3.235,2026-02-27T15:32:16.893Z,True,1,5,5,NASDAQ,3,False
NKE,NIKE,1042,1,1.05486,45.6047,-7.027,-6.662,2026-04-15T12:49:18.557Z,True,1,5,5,NASDAQ,3,False
PRU.L,Prudential,2061,1,1.05486,1133.5,-0.884,-0.838,2026-02-27T15:37:55.92Z,True,1,5,7,LSE PLC,4,False
NU,Nu Holdings Ltd.,8597,1,1.05486,15.4,-13.896,-13.173,2026-02-26T19:04:23.857Z,True,1,5,5,NASDAQ,4,False
2333.HK,Great Wall Motor,2331,1,1.05486,14.04,-15.422,-14.62,2026-04-13T02:01:30.597Z,True,1,5,21,HKEX,3,False
VST,Vistra Corp,4363,1,1.05486,156.4858,-6.004,-5.692,2026-04-21T15:12:08.387Z,True,1,5,5,NASDAQ,9,False
JPM,JPMorgan Chase & Co,1023,1,1.054836,325.1427,-6.346,-6.016,2026-01-12T08:39:20.657Z,True,1,5,5,NASDAQ,4,False
UVXY,ProShares Ultra VIX Short-Term Futures ETF,3246,1,1.054827,36.0389,-0.913,-0.865,2026-05-01T15:28:15.663Z,True,1,6,20,eToro,4,False
2899.HK,Zijin Mining,2323,2,1.001825,36.4812,10.644,10.625,2026-04-10T01:33:33.947Z,True,1,5,21,HKEX,1,False
AMD,Advanced Micro Devices Inc,1832,1,0.620286,196.1774,128.722,207.52,2026-03-17T20:52:56.463Z,True,1,5,4,NASDAQ,8,False
